"Deal ID"|"Legal Entity"|"Model Portfolio"|"SCD ID"|"Investment Taxonomy"|"Investment Structure 1"|"Investment Structure 2"|"Investment Structure 3"|"Investment Structure 4"|"Investment Structure 5"|"Investment Structure 6"|"Family"|"Reporting Name"|"Deal Name"|"Deal Currency"|"Deal Commitment"|"Primary Investment Category"|"Developed or Emerging Markets?"|"Financial Statement Classification"|"Active or Liquidated"|"Liquidation Date"|"Risk Rating"|"CPP Closing Date"|"Board Seat Count"|"Follow-On"|"Primary F&O"|"Secondary F&O"|"Industry Focus"|"Geographic Focus"|"Vintage Year"|"Investing Entity"|"Primary PI"|"Stock Distribution"|"Equity ownership %"|"CPPIB CC rating"|"Adjusted Beta"|"PCI Strategy"
"3249"|"CPPIB"|"MIN1000038"|"IN1000038"|"N/A"|"Real Assets"|"Infrastructure"|"Corporate Expenses - Infrastructure"|"N/A"|"N/A"|"N/A"|"N/A"|"Corporate Expenses - Infrastructure (Emerging Markets)"|"Corporate Expenses - Infrastructure (Emerging Markets)"|"CAD"|"0"|"Diversified Infrastructure"|"Emerging Markets"|"Infrastructure - Private"|"True"|""|"N/A"|"20131101"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"Emerging Latin America"|"N/A"|"CPPIB"|""|""|"0"|""|"0.55"|""
"3287"|"CPPIB"|"MIN1000041"|"IN1000041"|"N/A"|"Real Assets"|"Infrastructure"|"Corporate Expenses - Infrastructure"|"N/A"|"N/A"|"N/A"|"N/A"|"Corporate Expenses - Infrastructure"|"Corporate Expenses - Infrastructure (USRE II)"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|"N/A"|"20140210"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"US"|"N/A"|"USREII"|""|""|"0"|""|"0.55"|""
"3316"|"CPPIB"|"MIN1000043"|"IN1000043"|"N/A"|"Real Assets"|"Infrastructure"|"Corporate Expenses - Infrastructure"|"N/A"|"N/A"|"N/A"|"N/A"|"Corporate Expenses - Infrastructure"|"Corporate Expenses - Infrastructure (Singapore)"|"CAD"|"0"|"Diversified Infrastructure"|"Emerging Markets"|"Infrastructure - Private"|"True"|""|"N/A"|"20140509"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"Emerging Asia Pacific"|"N/A"|"CPPIB Singaporean Holdings 1 Pte. Ltd."|""|""|"0"|""|"0.55"|""
"3357"|"CPPIB"|"MIN1000046"|"IN1000046"|"N/A"|"Real Assets"|"Infrastructure"|"Corporate Expenses - Infrastructure"|"N/A"|"N/A"|"N/A"|"N/A"|"Corporate Expenses - Infrastructure"|"Corporate Expenses - CPPIB Lux Branch (Infra)"|"EUR"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|"N/A"|"20141008"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"Europe (ex-UK)"|"N/A"|"CPPIB Luxembourg branch"|""|""|"0"|""|""|""
"3498"|"CPPIB"|"MIN1000052"|"IN1000052"|"N/A"|"Real Assets"|"Infrastructure"|"Corporate Expenses - Infrastructure"|"N/A"|"N/A"|"N/A"|"N/A"|"Corporate Expenses - Infrastructure"|"Corporate Expenses - Infrastructure (VCC)"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|"N/A"|"20150901"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"US"|"N/A"|"CPPIB Canada Inc."|""|""|"0"|""|"0.55"|""
"3500"|"CPPIB"|"MIN1000051"|"IN1000051"|"N/A"|"Real Assets"|"Infrastructure"|"Corporate Expenses - Infrastructure"|"N/A"|"N/A"|"N/A"|"N/A"|"Corporate Expenses - Infrastructure (Emerging Markets)"|"Corporate Expenses - Infra (Emerging Mkts) (VCC)"|"CAD"|"0"|"Diversified Infrastructure"|"Emerging Markets"|"Infrastructure - Private"|"True"|""|"N/A"|"20150901"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"Emerging Latin America"|"N/A"|"CPPIB Canada Inc."|""|""|"0"|""|"0.55"|""
"3637"|"CPPIB"|"MIN1000057"|"IN1000057"|"N/A"|"Real Assets"|"Infrastructure"|"Corporate Expenses - Infrastructure"|"N/A"|"N/A"|"N/A"|"N/A"|"Corporate Expenses - Infrastructure"|"Corporate Expenses - Infra (CPPIB Australia Poles Asset Holding Trust)"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|"N/A"|"20160331"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"Asia (ex-JPY)"|"N/A"|"CPPIB Australia Poles Holding Trust"|""|""|"0"|""|""|""
"2463"|"CPPIB"|"M55699A958"|"IN1000006"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Macquarie"|"Macquarie Essential Asset Partnership"|"Macquarie Essential Assets Partnership"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"False"|"20121130"|""|"20031211"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Industrials"|"Canada"|"2003"|"CPPIB"|"Hogg, Cressida"|""|"0.43"|""|""|""
"2496"|"CPPIB"|"M99UFPK906"|"IN1000007"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Macquarie"|"Macquarie European Infra. Fund"|"Macquarie European Infrastructure Fund L.P."|"EUR"|"228075675.58"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20050119"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|"Industrials"|"Europe (ex-UK)"|"2004"|"PHI"|"Butcher, Philip"|""|"0.133"|""|"0.67"|""
"2547"|"CPPIB"|"M99TCNK907"|"IN1000009"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Macquarie"|"Wales & West Utilities"|"MGN Gas Networks (UK) Limited"|"GBP"|"81621566.88"|"Regulated Integrated Utilities"|"Developed"|"Infrastructure - Private"|"False"|"20121011"|""|"20050601"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Utilities"|"UK"|"2005"|"Luxco"|"Hogg, Cressida"|""|"0.2"|""|""|""
"2587"|"CPPIB"|"M005643002"|"IN1000018"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Associated British Ports"|"Associated British Ports"|"GBP"|"2234678.46"|"Ports/Airport"|"Developed"|"Infrastructure - Public"|"False"|"20070228"|""|"20060628"|"0"|""|"Jean, Hung"|"Shahi, Ravi"|"Industrials"|"UK"|"2006"|"CPPIB"|"Hogg, Cressida"|""|"0"|""|""|""
"2588"|"CPPIB"|"M331266908"|"IN1000002"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Anglian Water Group"|"AWG Plc"|"GBP"|"0"|"Water/Wasterwater"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20060727"|"3"|""|"Jean, Hung"|"Shahi, Ravi"|"Utilities"|"UK"|"2006"|"CPPIB"|"Hogg, Cressida"|""|"0.3296"|""|"0.52"|""
"2598"|"CPPIB"|"M991WQQ907"|"IN1000000"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Anglian Water Group"|"AWG (Private)"|"GBP"|"0"|"Water/Wasterwater"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20060727"|"3"|""|"Jean, Hung"|"Shahi, Ravi"|"Utilities"|"UK"|"2006"|"CPPIB"|"Hogg, Cressida"|""|"0.3296"|""|"0.52"|""
"2599"|"CPPIB"|"M918BDF901"|"IN1000005"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"ITC Holdings"|"ITC Holdings Corp."|"USD"|"0"|"Regulated Transmission/Distribution"|"Developed"|"Infrastructure - Public"|"False"|"20140728"|""|"20061204"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Utilities"|"US"|"2006"|"CPPIB"|"Hogg, Cressida"|""|"0.04"|""|"0.35"|""
"2606"|"CPPIB"|"M993EDL900"|"IN1000013"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Texas Pacific Group (TPG)"|"Teledifusion de France"|"Télédifusion de France - TPG TDF Co-Invest LLC"|"USD"|"36479225"|"Regulated Communication"|"Developed"|"Infrastructure - Private"|"False"|"20161003"|""|"20070124"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|"Telecommunications"|"Europe (ex-UK)"|"2007"|"PHI"|"Hogg, Cressida"|""|"0"|""|"1.09"|""
"2643"|"CPPIB"|"M69799APUG"|"IN1000012"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Puget Energy"|"Puget Energy (Public)"|"USD"|"83261876.04"|"Regulated Integrated Utilities"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20071025"|"3"|""|"Ip, Chester"|"Shahi, Ravi"|"Utilities"|"US"|"2007"|"USREII"|"Middleton, Etienne"|""|"0.3157"|""|"0.50"|""
"2655"|"CPPIB"|"M918GBR906"|"IN1000004"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Auckland International Airport"|"Auckland International Airport Ltd."|"NZD"|"0"|"Ports/Airport"|"Developed"|"Infrastructure - Public"|"False"|"20100122"|""|"20071206"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Industrials"|"Asia (ex-JPY)"|"2007"|"NZ Airport NC"|"Hogg, Cressida"|""|"0"|""|""|""
"2688"|"CPPIB"|"M55699A958"|"CPD4CRNCY"|"N/A"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Corporate Expenses"|"Corporate Expenses - Infrastructure"|"CPD4 Currency G/L"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|""|"20080501"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"US"|""|"USREII"|""|""|"0"|""|""|""
"2692"|"CPPIB"|"M55699A958"|"CPP0CRNCY"|"N/A"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Corporate Expenses"|"Corporate Expenses - Infrastructure"|"CPP0 Currency G/L"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|""|"20080501"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"UK"|""|"Luxco"|""|""|"0"|""|""|""
"2693"|"CPPIB"|"M55699A958"|"CPS0CRNCY"|"N/A"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Corporate Expenses"|"Corporate Expenses - Infrastructure"|"CPS0 Currency G/L"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Public"|"True"|""|""|"20080501"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"Asia (ex-JPY)"|""|"NZ Airport NC"|""|""|"0"|""|""|""
"2694"|"CPPIB"|"M55699A958"|"LGR6CRNCY"|"N/A"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Corporate Expenses"|"Corporate Expenses - Infrastructure"|"LGR6 Currency G/L"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|""|"20080501"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"US"|""|"PHI"|""|""|"0"|""|""|""
"2701"|"CPPIB"|"M55699A958"|"NT2FCRNCY"|"N/A"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Corporate Expenses"|"Corporate Expenses - Infrastructure"|"NT2F Currency G/L"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|""|"20080501"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"UK"|""|"CPPIB"|""|""|"0"|""|""|""
"2706"|"CPPIB"|"M620088906"|"TCL AU"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Transurban Group"|"Transurban Group"|"AUD"|"1031174328.2"|"Roads"|"Developed"|"Infrastructure - Public"|"False"|"20111130"|""|"20080619"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Industrials"|"Asia (ex-JPY)"|"2008"|"CPPIB Australian Holdings No. 1 Pty Ltd"|"Hogg, Cressida"|""|"0.13"|""|""|""
"2712"|"CPPIB"|"M55699A958"|"NT2PCRNCY"|"N/A"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Corporate Expenses"|"Corporate Expenses - Infrastructure"|"NT2P Currency G/L"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Public"|"True"|""|""|"20080703"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"US"|""|"CPPIB"|""|""|"0"|""|""|""
"2716"|"CPPIB"|"M914YDC902"|"IN1000001"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Anglian Water Group"|"AWG 2 (Private)"|"GBP"|"551118617.53"|"Water/Wasterwater"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20060727"|"3"|""|"Jean, Hung"|"Shahi, Ravi"|"Utilities"|"UK"|"2006"|"CPPIB"|"Hogg, Cressida"|""|"0.3296"|""|"0.52"|""
"2717"|"CPPIB"|"M582999926"|"IN1000008"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Macquarie"|"Macquarie Essential Asset Partnership"|"MEAP 2"|"CAD"|"200000000"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"False"|"20121130"|""|"20031211"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Industrials"|"Canada"|"2003"|"CPPIB"|"Hogg, Cressida"|""|"0.43"|""|""|""
"2718"|"CPPIB"|"M465685105"|"ITC US"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"ITC Holdings"|"ITC 2 Corp"|"USD"|"70000000"|"Regulated Transmission/Distribution"|"Developed"|"Infrastructure - Public"|"False"|"20140728"|""|"20061204"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Utilities"|"US"|"2006"|"CPPIB"|"Hogg, Cressida"|""|"0.04"|""|"0.35"|""
"2724"|"CPPIB"|"M918GBR906"|"AIA NZ"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Auckland International Airport"|"CPPIB NZ Airport Holding Inc."|"NZD"|"26047069.19"|"Ports/Airport"|"Developed"|"Infrastructure - Public"|"False"|"20071206"|""|"20071206"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Industrials"|"Asia (ex-JPY)"|"2007"|"CPPIB NZ Airport Holding Inc."|"Hogg, Cressida"|""|"0"|""|""|""
"2734"|"CPPIB"|"M55699A958"|"CPH0CRNCY"|"N/A"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Corporate Expenses"|"Corporate Expenses - Infrastructure"|"CPH0 Currency G/L"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Public"|"True"|""|""|"20081031"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"Asia (ex-JPY)"|""|"CPPIB NZ Airport Holding Inc."|""|""|"0"|""|""|""
"2746"|"CPPIB"|"M69799A982"|"IN1000011"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Puget Energy"|"Puget Energy"|"USD"|"964813817.14"|"Regulated Integrated Utilities"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20071025"|"3"|""|"Ip, Chester"|"Shahi, Ravi"|"Utilities"|"US"|"2007"|"USREII"|"Middleton, Etienne"|""|"0.3157"|""|"0.50"|""
"2774"|"CPPIB"|"M910UZC900"|"IN1000017"|"Largest/Majority Stake"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Macadamia"|"Broadcast Australia"|"Broadcast Australia"|"AUD"|"817915074.7"|"Regulated Communication"|"Developed"|"Infrastructure - Private"|"True"|""|"Amber"|"20090720"|"10"|""|"Jean, Hung"|"Shahi, Ravi"|"Telecommunications"|"Asia (ex-JPY)"|"2009"|"CPPIB Communications Pty Ltd."|"Hay, Andrew"|""|"0.8621"|""|"0.71"|""
"2775"|"CPPIB"|"M910UZB902"|"IN1000016"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Macadamia"|"Arqiva"|"Arqiva"|"GBP"|"770099500.29"|"Regulated Communication"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20090720"|"3"|""|"Jean, Hung"|"Shahi, Ravi"|"Telecommunications"|"UK"|"2009"|"CPPIB Infrastructure Holdings Inc."|"King, Neil"|""|"0.4231"|""|"0.84"|""
"2776"|"CPPIB"|"M910UHZ909"|"IN1000015"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Macadamia"|"Airwave"|"Airwave"|"GBP"|"104707687.53"|"Regulated Communication"|"Developed"|"Infrastructure - Private"|"False"|"20120308"|""|"20090720"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Telecommunications"|"UK"|"2009"|"CPPIB Infrastructure Holdings Inc."|"Hogg, Cressida"|""|"0"|""|""|""
"2778"|"CPPIB"|"M55699A958"|"CBP0CRNCY"|"N/A"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Corporate Expenses"|"Corporate Expenses - Infrastructure"|"CBP0 Currency G/L"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|""|"20090701"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"UK"|""|"CPPIB Infrastructure Holdings Inc."|""|""|"0"|""|""|""
"2779"|"CPPIB"|"M55699A958"|"ETE0CRNCY"|"N/A"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Corporate Expenses"|"Corporate Expenses - Infrastructure"|"ETE0 Currency G/L"|"CAD"|"0"|"Diversified Infrastructure"|"Developed"|"Infrastructure - Private"|"True"|""|""|"20090701"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|""|"Asia (ex-JPY)"|""|"CPPIB Communications Pty Ltd."|""|""|"0"|""|""|""
"2795"|"CPPIB"|"M929SWV905"|"IN1000010"|"Largest/Majority Stake"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Broadcast Australia"|"Project Macadamia"|"AUD"|"0.01"|"Regulated Communication"|"Developed"|"Infrastructure - Private"|"True"|""|"Amber"|"20091007"|"5"|""|"Jean, Hung"|"Shahi, Ravi"|"Telecommunications"|"Asia (ex-JPY)"|"2009"|"CPPIB"|"Hay, Andrew"|""|"0.8621"|""|"0.71"|""
"2893"|"CPPIB"|"MIN1000020"|"IN1000020"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Hornet"|"407 International"|"Hornet Cintra (7577702 Canada Inc.)"|"CAD"|"888752925.25"|"Roads"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20101117"|"4"|""|"Jean, Hung"|"Shahi, Ravi"|"Industrials"|"Canada"|"2010"|"USREII"|"Hogg, Bruce"|""|"0.2724"|""|"0.44"|""
"2895"|"CPPIB"|"MIN1000021"|"IN1000021"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Hornet"|"407 International"|"Hornet - 407 Int'l (Trans)"|"CAD"|"2528510988.56"|"Roads"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20101214"|"4"|""|"Jean, Hung"|"Shahi, Ravi"|"Industrials"|"Canada"|"2010"|"CPPIB"|"Hogg, Bruce"|""|"0.2724"|""|"0.44"|""
"2897"|"CPPIB"|"MIN1000022"|"IN1000022"|"Joint Venture"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Hornet"|"North West Roads Group"|"Hornet - Westlink M7 (Trans)"|"AUD"|"0"|"Roads"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20101214"|"2"|""|"Ip, Chester"|"Shahi, Ravi"|"Industrials"|"Asia (ex-JPY)"|"2010"|"CPPIB"|"Hay, Andrew"|""|"0.25"|""|"0.57"|""
"2904"|"CPPIB"|"MIN1000024"|"IN1000024"|"Joint Venture"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Hornet"|"North West Roads Group"|"Hornet - Westlink M7"|"AUD"|"432105331.64"|"Roads"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20101214"|"2"|""|"Ip, Chester"|"Shahi, Ravi"|"Industrials"|"Asia (ex-JPY)"|"2010"|"USREII"|"Hay, Andrew"|""|"0.25"|""|"0.57"|""
"2905"|"CPPIB"|"MIN1000023"|"IN1000023"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Hornet"|"407 International"|"Hornet - 407 International"|"CAD"|"0"|"Roads"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20101214"|"4"|""|"Jean, Hung"|"Shahi, Ravi"|"Industrials"|"Canada"|"2010"|"USREII"|"Hogg, Bruce"|""|"0.2724"|""|""|""
"2922"|"CPPIB"|"M620088906"|"IN1000025"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Transurban Group"|"Transurban Group (Operations Account)"|"AUD"|"0"|"Roads"|"Developed"|"Infrastructure - Public"|"False"|"20111130"|""|"20110223"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Industrials"|"Asia (ex-JPY)"|"2011"|"CPPIB Australian Holdings No. 1 Pty Ltd"|"Hogg, Cressida"|""|"0.13"|""|""|""
"2940"|"CPPIB"|"MIN1000026"|"IN1000026"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Macadamia"|"Airwave"|"Airwave 1.0"|"GBP"|"0"|"Regulated Communication"|"Developed"|"Infrastructure - Private"|"False"|"20120331"|""|"20090720"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Telecommunications"|"UK"|"2009"|"CPPIB Infrastructure Holdings Inc."|"Hogg, Cressida"|""|"0"|""|""|""
"2962"|"CPPIB"|"MIN1000027"|"IN1000027"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Gassled"|"Gassled Joint Venture"|"Gassled (Transition)"|"NOK"|"0"|"Regulated Transmission/Distribution"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20110713"|"3"|""|"Jean, Hung"|"Shahi, Ravi"|"Utilities"|"Europe (ex-UK)"|"2011"|"CPPIB"|"Bryce, James"|""|"0.4"|""|"0.55"|""
"3057"|"CPPIB"|"MIN1000028"|"IN1000028"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Gassled"|"Gassled Joint Venture"|"Gassled Joint Venture"|"NOK"|"2386402224.43"|"Regulated Transmission/Distribution"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20120127"|"3"|""|"Jean, Hung"|"Shahi, Ravi"|"Utilities"|"Europe (ex-UK)"|"2012"|"Luxco"|"Bryce, James"|""|"0.4"|""|"0.55"|""
"3107"|"CPPIB"|"MIN1000029"|"IN1000029"|"Legacy"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|"Project Odin"|"Project Odin"|"Project Odin"|"EUR"|"0"|"Regulated Integrated Utilities"|"Developed"|"Infrastructure - Private"|"False"|"20121101"|""|"20120831"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Utilities"|"Europe (ex-UK)"|"2012"|"Luxco - Odin Holdings"|"Hogg, Cressida"|""|"0"|""|""|""
"3358"|"CPPIB"|"MIN1000045"|"IN1000045"|"Joint Venture"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"SA Interparking NV"|"SA Interparking NV"|"EUR"|"438485490"|"Roads"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20141118"|"3"|""|"Jean, Hung"|"Shahi, Ravi"|"Industrials"|"Europe (ex-UK)"|"2014"|"Luxco"|"King, Neil"|""|"0.39"|""|"0.44"|""
"3391"|"CPPIB"|"MIN1000024"|"IN1000047"|"Joint Venture"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"North West Roads Group"|"NorthConnex Finance Pty Ltd"|"AUD"|"525000000"|"Roads"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20141223"|"2"|""|"Ip, Chester"|"Shahi, Ravi"|"Industrials"|"Asia (ex-JPY)"|"2014"|"USREII"|"Hay, Andrew"|""|"0.25"|""|"0.57"|""
"3459"|"CPPIB"|"MIN1000050"|"IN1000050"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Associated British Ports (2015)"|"ABP (Jersey) Limited"|"GBP"|"1618740236.44"|"Ports/Airport"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20150703"|"3"|""|"Ip, Chester"|"Shahi, Ravi"|"Industrials"|"UK"|"2015"|"CPPIB"|"Hogg, Cressida"|""|"0.3388"|""|"0.56"|""
"3503"|"CPPIB"|"MIN1000053"|"IN1000053"|"Balanced Consortium"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Pocahontas Parkway"|"Pocahontas Parkway Holdings, LLC"|"USD"|"93123520"|"Roads"|"Developed"|"Infrastructure - Private"|"False"|"20170307"|"N/A"|"20150929"|"1"|""|"Jean, Hung"|"Shahi, Ravi"|"Industrials"|"US"|"2015"|"CPPIB"|"Hogg, Cressida"|""|"0.245"|""|"0.40"|""
"3525"|"CPPIB"|"MIN1000054"|"IN1000054"|"Co-Sponsorship"|"Real Assets"|"Infrastructure"|"Dev Mkts - Infrastructure"|"N/A"|"N/A"|"N/A"|""|"Pacific National"|"Project Bell"|"AUD"|"1698292818.59"|"Ports/Airport"|"Developed"|"Infrastructure - Private"|"True"|""|"Green"|"20151102"|"4"|""|"Ip, Chester"|"Shahi, Ravi"|"Industrials"|"Asia (ex-JPY)"|"2015"|"USREII"|"Hogg, Bruce"|""|"0.33"|""|"1.0"|""
